,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
432,T4HYBP80DzE,Samuraj Programowania,Wykłady z Informatyki - C++ Tablice i obiekty [Seria Informatyk odc. 5],"Zapraszamy na kolejny webinar z serii ""Informatyk""",,2022-07-04T17:04:58Z,865,25,,0,PT1H44S,hd,false
433,eBqjYQde6mQ,Samuraj Programowania,To tak się da?! :))))))) #CSS,CSSy to jednak magia! A Pan Jakub to fachowiec. Brawo! #shorts Kto chce się uczyć z Jakubem może nei cssów ale JavaScriptu niech wpisuje się na listę na https://megak.pl,"['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-07-01T14:51:09Z,4377,106,,6,PT14S,hd,false
434,CK_TNFsP0v8,Samuraj Programowania,Prettier - formatuj kod wg własnych reguł! Update JavaScript 2022 [5],"Zapraszam do kursu JavaScript od podstaw do programowania zorietnowanego obiektowo. Spis treści:
https://docs.google.com/document/d/19...

#JavaScript #programowanie #prettier

Kod do wklejenia w pliku konfiguracyjnym VSC.
{
  ""editor.defaultFormatter"": ""esbenp.prettier-vscode"",
  ""[javascript]"": {
    ""editor.defaultFormatter"": ""esbenp.prettier-vscode""
  }
}

Prettier: https://prettier.io/","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-06-30T13:11:08Z,1124,24,,3,PT10M19S,hd,false
435,pVkA6XC0NLo,Samuraj Programowania,Roczna nauka programowania - naucz się i zacznij karierę programisty - QA,"Przygotowujemy programistycznych kozaków ;) ➡ Zajavka.pl - wejdź, wypełnij formularz i czekaj na wiadomość 20.07",,2022-06-30T09:41:41Z,1688,49,,3,PT35M46S,hd,false
436,rhp3eANyqs4,Samuraj Programowania,Konfiguracja projektu i ESLint - Pisz kod dobrze i poprawnie! Update JavaScript 2022 [4],"Cały plan Kursu dostępny tutaj: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY/edit
Cały kurs dostępny tutaj: https://studiuje.it

Update 2022 - Wykład 4 - package.json i ESLint

#JavaScript #ESLint #DobryKod","['kurs', 'javascript', 'eslint', 'linter', 'poprawny kod', 'package.json']",2022-06-27T08:42:10Z,1658,41,,6,PT28M21S,hd,false
437,UIYCozh2xA0,Samuraj Programowania,Spotkania z JavaScript #2 | .forEach | .reduce [JS 2022],"Drugie nasze spotkanie w którym wrócimy do pierwszego po to by zobaczyć czy można i czy warto zrobić coś lepiej? :) 
Zapraszam do treningu wszystkich, którzy uczą się programowania w JavaScripcie. W pierwszym spotkaniu do zrobienia trzy proste zadania (trzy funkcje). Kilkanaście minut zabawy-treningu JavaScript dziennie czyni cuda ;)
Zapraszam też do swojego kursu JavaScript na platformie https://studiuje.it


Cały spis treści kursu: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY

#JavaScript #programowanie #samuraj_programowania","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-06-26T05:51:09Z,1850,63,,5,PT10M11S,hd,false
438,ubDpxwQaSCg,Samuraj Programowania,Spotkania z JavaScript #1 |.map | for | for of [JS 2022],"Zapraszam do treningu wszystkich, którzy uczą się programowania w JavaScripcie. W pierwszym spotkaniu do zrobienia trzy proste zadania (trzy funkcje). Kilkanaście minut zabawy-treningu JavaScript dziennie czyni cuda ;)
Zapraszam też do swojego kursu JavaScript na platformie https://studiuje.it

Cały spis treści kursu: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY

#JavaScript #programowanie #samuraj_programowania","['programowanie', 'javascript', 'for of', 'for', 'metoda map', 'JS']",2022-06-25T12:36:19Z,3117,94,,13,PT16M1S,hd,false
439,SbxHxbtpy5I,Samuraj Programowania,Wykłady z Informatyki - C++ Pętle (instrukcje cykliczne) [Seria Informatyk odc. 4],"Czwarty webinar z serii Informatyk. Zapraszamy na live dzisiaj o 16:45
Zapraszamy na https://studiuje.it",,2022-06-23T15:54:04Z,629,17,,0,PT57M25S,hd,false
440,-WrkSymsxWQ,Samuraj Programowania,Twoje chęci + Nasz Program (za free) = praca jako programista - pomysł na 12 miesięcy dla Ciebie?,"Pierwszy etap to wzięcie udziału w procesie kwalifikacyjnym. Rozwiąż test maksymalnie do 15.07 i czekaj na info od nas 20.07 :). Naukę zaczynamy 1 sierpnia 2022. To jak, chcesz zostać programist(k)ą? Śmiało, zapraszamy! :)

Link do testu kwalifikacyjnego znajdziesz na https://zajavka.pl
#zajavka #programowanie #roczny_program_nauki","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-06-22T15:13:46Z,3216,80,,10,PT19M49S,hd,false
441,fGrFepbV2-Q,Samuraj Programowania,Twoja droga od chęci do bycia zawodowym programistą,Właściwie nie możesz mieć już żadnej wymówki po tym co usłyszysz.,,2022-06-21T16:52:26Z,1782,76,,7,PT44M51S,hd,false
442,gL4RjZuogSo,Samuraj Programowania,Wykłady z Informatyki - C++ Instrukcje sterujące [Seria Informatyk odc. 3],Trzeci już webinar z serii Informatyk. Zapraszamy na live dzisiaj o 18:00.,,2022-06-09T06:05:50Z,748,14,,2,PT1H1M31S,hd,false
443,ArPXISATAnU,Samuraj Programowania,Zajavka - ostatnia chwila zapisów i startujemy 6.06,https://zajavka.pl,,2022-06-03T15:14:46Z,578,15,,1,PT4M27S,hd,false
444,uy7iir54A_E,Samuraj Programowania,"Kurs JavaScript - Wykład 2 - number, string i boolean [JS Update 2022]","Cały plan Kursu dostępny tutaj: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY/edit
Cały kurs dostępny tutaj: https://studiuje.it

017 Teoria - Vademecum o typie number - 49:02
018 Teoria - Vademecum o typie string - 34:40
019 Teoria - Vademecum o typie boolean - 24:13
020 Teoria - Instrukcja warunkowa - cz. 1: if - 31:27
021 Teoria - Instrukcja warunkowa - cz. 2: switch i operator warunkowy (trójargumentowy) - 21:17

W kolejnym spotkaniu podsumujemy te lekcje:
#022 Teoria - Wprowadzenie do tablic - 44:06
#023 Teoria - Metody wykonywane na tablicach - cz. 1: push, unshift, pop, shift, concat - 22:40
#024 Teoria - Metody na tablicach cz. 2: slice, splice, sort, indexOf, includes, join, reverse - 44:45
#025 Teoria - Pętle - cz. 1: for, while i do... while - 29:49
#026 Teoria - Pętle - cz. 2: pętla w pętli, pętla na tablicy i pętla for... of (ES6) - 39:01
#027 Teoria - Funkcje - cz. 1: definicja, tworzenie, wywoływanie, zwracanie wartości z funkcji - 50:32
#028 Teoria - Funkcje - cz. 2: wartości domyślne w funkcji, callback, obiekt arguments - 43:03
#029 Teoria - Funkcje - cz. 3: operator res i różnice między metodami a funkcjami - 30:23
#030 Teoria - Hoisting - 15:26

Spis treści:
00:00 O czym dzisiaj
00:59 Typ number
01:14 Dziwne dodawania
04:35 Wielkość liczb
06:29 BigInt
07:16 Rzutowanie na typ number
09:22 parseInt vs number
12:12 ""+"" zastępuje Number
13:02 Obiekt Math - inne metody
16:18 String - 16 bitów ale nie zawsze
17:34 Powracamy do tego co w kursie
18:05 Metody startsWith i endsWith
19:13 Co dalej

#JavaScript #kurs #2022","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-06-01T16:16:16Z,2753,55,,5,PT20M49S,hd,false
445,VzBPweUzUZM,Samuraj Programowania,Webinar 'C++ Pierwszy program bez fajerwerków' [Seria Informatyk odc. 2],"Tym razem przejdziemy już do pisania programu w C++, wykorzystując do tego składnie którą poznaliśmy na poprzednim webinarze.",,2022-05-31T17:09:21Z,1382,39,,2,PT1H1M42S,hd,false
446,f5EEjsuo_yc,Samuraj Programowania,"Webinar 'C++ dla ""humanistów"" i od zera', i do tego nieśmieszne [Seria Informatyk odc. 1]","Zanim przejdziemy do innych tematów z serii Informatyk nauczymy się podstaw C++ i podstaw programowania.

Seria Informatyk - Webinar odc. 1",,2022-05-30T08:10:37Z,1889,86,,4,PT1H2M20S,hd,false
447,1h6qGjTgmW4,Samuraj Programowania,Kurs JavaScript -  Wykład 1 - typy i operatory [JS Update 2022],"To jest aktualizacja do 5 pierwszych wykładów z Kursu JavaScript, który realizowałem w ramach projektu websamuraj.pl, ten kurs był dostępny na Udamy a obecnie można się uczyć na Platformie Studiuję IT.

Spis treści kursu JavaScript: https://docs.google.com/document/d/19_VgIZCcgxL43DoqNYGX0z26wc5Ps2Vo1v8YKOZkrbY/edit?usp=sharing

Dzisiejsza aktualizacja obejmuje wykłady
Dodawanie pliku JS do HTML, instrukcje, komentarze, podstawy składni JS
Typy danych – proste i typ referencyjny (obiekt) 
Zmienne - definicja, deklaracja, przypisanie wartości, const, let i var
Operatory - czym są i jak działają. Operatory algorytmiczne i logiczne.
Literały oraz właściwości i metody typów prostych 

Warto je obejrzeć wcześniej, w kursie, ale nie trzeba :)

Dokładam Wam w ramach tej aktualizacji
- krótką informację o dołączeniu JS do pliku HTML jako moduł a nie jako prosty skrypt.
- instalacja Node.js
- test

Cały Kurs JavaScript od podstaw dostępny na Studiuję IT https://studiuje.it

Na ten moment można powiedzieć, że mamy zamknięte następujące lekcje
001 Wprowadzenie - Powitanie w kursie - 02:39 (długość)
002 Wprowadzenie - Jak zostać dobrym programistą - 06:05
003 Wprowadzenie - O kursie i jak będziesz się uczyć - 03:28
004 Wprowadzenie - Perspektywy dla programisty JavaScript - 02:06
005 Wprowadzenie - Wprowadzenie do programowania - 21:18
006 Wprowadzenie - Kurs jako krok w projekcie ""Od podstaw do pierwszej pracy front-end developera""  - 03:08
007 Teoria - Wprowadzenie do JavaScript - 22:57
008 Teoria - Aktualizacja 2020 - 
009 Teoria - Przygotowanie środowiska pracy - edytor kodu Visual Studio Code, rozszerzenia - 18:07
010 Teoria - Konfiguracja Visual Studio Code do pracy w JS - formatowanie kodu - 16:30
011 Teoria - Korzystanie z konsoli w przeglądarce - 11:57
012 Teoria - Wstęp: dodawanie pliku JS do HTML, instrukcje, komentarze, podstawy składni JS - 23:39
013 Teoria - Typy danych – proste i typ referencyjny (obiekt) - 32:43
014 Teoria - Zmienne - definicja, deklaracja, przypisanie wartości, const, let i var - 52:44
015 Teoria - Operatory - czym są i jak działają. Operatory algorytmiczne i logiczne. - 47:56
016 Teoria - Literały oraz właściwości i metody typów prostych - 28:17

A w kolejne aktualizacji dodamy coś do następujących wykładów
017 Teoria - Vademecum o typie number - 49:02
018 Teoria - Vademecum o typie string - 34:40
019 Teoria - Vademecum o typie boolean - 24:13
020 Teoria - Instrukcja warunkowa - cz. 1: if - 31:27
021 Teoria - Instrukcja warunkowa - cz. 2: switch i operator warunkowy (trójargumentowy) - 21:17

SPIS TREŚCI AKTUALIZACJI NUMER 1
00:00  O co chodzi z aktualizacjami
18:53 Szybki przegląd 5 wykładów
23:50 Dodanie JavaScript jako Moduł ES6
30:47 Instalacja Node.js i uruchomienie JS w Node.js
41:19 TEST
52:32 Operator trójargumentowy
57:10 Zapowiedź kolejnego spotkania

#JavaScript #samuraj_programowania  #kurs_JS","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-05-26T18:00:13Z,6205,154,,17,PT57M26S,hd,false
448,xFSQFD_DujI,Samuraj Programowania,"Webinar ""Czy informatyk to zawód przyszłości?"" [Seria Informatyk]","Dzisiejsze spotkanie otwieram nam tasiemca poświęconego wiedzy i umiejętnością informatyka. Dwa razy w tygodniu przy dobrych wiatrach i raz przy takich sobie, będziemy uczyć się wszystkich aspektów pracy informatyka. A dziś omówimy to, kim jest informatyk.

Zapraszamy do nauki również na platformie Studiuję IT (https://studiuje.it)",,2022-05-25T17:09:52Z,931,34,,0,PT1H28S,hd,false
449,l4IPaHG3CCg,Samuraj Programowania,Zajavka.pl [Live 45 minut o 18] - O nauce Javy od 6.06 do 26.08,Pogadamy przy kawce z Karolem o Bootcampie.,,2022-05-24T16:53:47Z,421,9,,0,PT41M23S,hd,false
450,HBuicfKFoZo,Samuraj Programowania,Dziś o 20:00 Pokażemy świetny sposób na zostanie programistą :),Zapraszamy na live w poniedziałek o 20! #zajavka,,2022-05-23T19:16:31Z,1193,31,,4,PT1H6M54S,hd,false
451,QxX_I_rduPI,Samuraj Programowania,Naucz się programowania i dostań zwrot całej kwoty! Zapraszamy do 2. edycji Zajavki.,"Bootcamp zajavka - zapisy od 23.05 do 3.06. 
Bootcamp trwa od 6.06 do 28.08. 12 tygodni intensywnej nauki Javy od podstaw.

Zapisy na https://zajavka.pl

Warunki promocji:  https://www.docs.zajavka.pl/regulamin-promocji-bootcamp-v2.pdf","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-05-23T07:30:09Z,643,16,,2,PT32M58S,hd,false
452,2zWbB3B5ImY,Samuraj Programowania,Jedno pytanie - 15 nagród w postaci udziału w Bootcampie,"Odpowiedzieć na pytanie konkursowe możecie tutaj: https://bit.ly/3G1V7A0
#konkurs #bootcamp #java #zajavka
strona bootcampu: zajavka.pl
więcej o bootcampie: https://harmonogram-bootcampu.zajavka.pl/
Wideo i konkursie: https://youtu.be/2zWbB3B5ImY","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-05-21T06:43:33Z,644,14,,2,PT19M50S,hd,false
453,wcxiMbjCga0,Samuraj Programowania,Szybki konkurs na weekend,I można się za free uczyć w bootcampie Zajavka. Do konkursu tutaj: https://forms.gle/CzH9T7Jykycw4fs57 :),,2022-05-19T15:55:08Z,554,10,,0,PT14M59S,hd,false
454,FpPMm6J3Oug,Samuraj Programowania,Premiera kursu 'Angielski dla wiecznie początkujacych',"Ucz się w 30 dni, dzień w dzień, a może coś z tego będzie... wróć, a zrobisz wielki postęp :)",,2022-04-30T16:28:49Z,1666,50,,3,PT14M57S,hd,false
455,xbbGu62nHX4,Samuraj Programowania,Webinar o księgowości w IT - A może spółka z o.o.? Umowa o pracę? Vat?,Dzisiaj (29.04 godz. 17:30) kontynuujemy wczorajszy webinar z Moniką Szmit o tym jak inteligentnie pracować w IT. W jakich przypadkach warto wybrać spółkę z o.o. w jakich JDG a kiedy sprawdzi się (czy też kiedy jest konieczna) umowa o pracę?,,2022-04-29T16:43:29Z,615,17,,0,PT1H8M,hd,false
456,4UHcnE9_2Ns,Samuraj Programowania,"Studiuję IT | Webinar ""Wybór formy działalności i opodatkowania dla programistów i branży IT""","Już dziś, tj. w czwartek 28.04 o godz, 17:30 na platformie studiuje.it (www.studiuje it ;)) oraz na kanale Samuraj programowania porozmawiamy o wyborze formy prowadzenia działalności i opodatkowania.

W agendzie:
Co należy brać pod uwagę przy wyborze formy prowadzenia działalności?
Nie ma jednej optymalnej formy prowadzenia działalności!
Co wziąć pod uwagę przy wyborze formy opodatkowania:
Jednoosobowa działalność gospodarcza - dlaczego tak, dlaczego nie
JDG - Forma opodatkowania
Spółka z ograniczoną odpowiedzialnością - plusy i minusy
A może Umowa o pracę albo umowa cywilno-prawna (zlecenie, dzieło)

Webinar poprowadzi Monika Szmit, a moderuje dobrze znany działacz ruch pro programistycznego Bartek Borowczyk aka Samuraj Programowania",,2022-04-28T16:44:16Z,781,23,,2,PT1H8M6S,hd,false
457,ilOoVcKNxks,Samuraj Programowania,Webinar Studiuje IT: Prawo Autorskie i NDA w IT,"Zapraszamy na webinar live w którym porozmawiamy o prawie autorskim, utworach oraz umowach poufnościowych i karach umownych. A wszystko to w branży IT. Webinar poprowadzi Alina Sieradzińska a wykłady przygotowały: Elżbieta Dalecka i Alicja Delestowicz-Reda. W ramach webinaru zamierzamy zrobić 3 części:
-- Rozmowa wprowadzająca w prawa autorskie i 
-- dwa około dziesięciominutowe filmy (prawa autorskie i publikowanei zdjęć w interneie)
-- QA - gdzie goście ustosunkują się do Waszych pytań

Moderatorem będzie nieśmieszny, ale za to brzydki prowadzący Bartek Borowczyk.",,2022-04-27T19:00:28Z,1782,58,,4,PT1H23M9S,hd,false
458,gjx-AWBZ52U,Samuraj Programowania,"27.04 - 3 x webinary, konsultacje dla początkujących, angielski",#programowanie,,2022-04-27T13:01:48Z,683,16,,2,PT16M1S,hd,false
459,RlsN4fUMpyI,Samuraj Programowania,"Gawędziarze IT - szukamy gamedeveloperów, zawodników mma i członków zespołu The Samurai Family","Wpadajcie do nas w czwartek o 18. Będzie dziwnie, obiecujemy!
Damian Kamiński (vocal), Bartek Borowczyk (taniec) i goście m.in. Wojciech Golędzinowski (bimbałki)",,2022-03-31T17:22:26Z,1148,29,,2,PT1H13M30S,hd,false
460,TYG15Su4tJQ,Samuraj Programowania,Karol i trzeci warsztat z Javy,"#programowanie #java #karol
https://zajavka.pl

Link do webinaru z Roadmapa Javy: https://www.youtube.com/watch?v=kCEovxZAImU","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-03-23T11:30:08Z,1043,22,,5,PT22M33S,hd,false
461,NViid6yRwE4,Samuraj Programowania,Studiuję IT - Live z nagrodami!,Rozmawiamy o tym czego warto się uczyć w świecie IT. I zapraszamy Was do rozmowy :),,2022-03-17T18:21:08Z,983,27,,1,PT1H12M43S,hd,false
462,pnwRLBydC5c,Samuraj Programowania,"Gawędziarze IT - czyli podcast o technologii, programowaniu i świecie IT #2","Zapraszamy na rozmowę z Kubą Dziurdziewiczem znanym także jako Playstation Fanatyk - na co dzień Database Developer, po godzinach zapalony gracz i wieloletni fan konsol spod szyldu Sony. Kuba jest także kolekcjonerem gier na wszystkie generacje Playstation i ma w swoim posiadaniu naprawdę imponujący zbiór pozycji na ten japoński kawałek technologii.

Zapraszają Damian Kamiński i Bartek Borowczyk",,2022-03-16T17:49:57Z,1097,24,,4,PT1H27M9S,hd,false
463,j2HTqtC8Smw,Samuraj Programowania,Jak zdobyć pracę jako programista? Rozmowa z Arkadiuszem Czyżowskim #1,"Bartek Borowczyk i Damian Kamiński w rozmowie Arkadiuszem Czyżowskim HR Managerem w lubelskim Software House'ie EMBIQ (dla współpracowników po prostu Aro).

Porozmawiamy na wszystkie tematy związane z rekrutacją, zarówno od strony szukających nowych wyzwań programistów jak i z punktu widzenia software house'ów. Oczywiście będziemy też odpowiadać na Wasze pytania z czata.
- jak wygląda rekrutacja
- jak zwrócić na siebie uwagę
- kogo szukają software house'y
- jak przygotować się do aplikowania
i wiele innych :)

Nasz rozmowa to nowy format w którym rozmawiamy na wszystkie ciekawe tematy, że świata IT. Rozmowy prowadzą Samuraj Programowania (Bartek Borowczyk) i Dapit (Damian Kamiński)

EMBIQ: https://embiq.com/
Arek: https://www.linkedin.com/in/arkadiuszczy%C5%BCowski",,2022-03-09T17:36:43Z,2186,70,,2,PT1H26M43S,hd,false
464,v1Ta1pcZHsk,Samuraj Programowania,Live prawie w samo południe,#programowanie,,2022-03-09T10:54:53Z,665,10,,1,PT8M2S,hd,false
465,-d_n_IyyKRM,Samuraj Programowania,Zamykamy MegaK i QA i marzec,Jakub i Bartek i Wy w ostatnim spotkaniu o MegaK,,2022-02-28T17:11:15Z,1067,18,,3,PT27M40S,hd,false
466,ahkyPKCSt0E,Samuraj Programowania,Przyszłość programowania - live 16:30,"LIVE Z MATEUSZEM WOJCZALEM 
CTO w ESCOLA SA",,2022-02-28T16:41:44Z,1005,26,,0,PT1H3M55S,hd,false
467,CWseAcTZApw,Samuraj Programowania,Uczy się kilka miesięcy i już ma pracę jako programista,Jak to zrobił? O tym dziś na live,,2022-02-24T18:43:21Z,2923,58,,2,PT1H1M32S,hd,false
468,Si96cBUUv2A,Samuraj Programowania,Live Live Live,O MegaK informacje i o Studiuje.it informacje,,2022-02-24T12:17:10Z,916,17,,3,PT27M19S,hd,false
469,SeyWjyvMKKw,Samuraj Programowania,Pierwsze Ogólnopolski MegaPatostream Programistyczny - ŚRODA 17-20,"Zaczynamy od godz. 17 w środę, a kończymy jak zaczniemy bełkotać (czyli około 20). Będziecie mogli do nas zadzwonić i się pokazać przed milionami słuchaczy :)
A oprócz tego na streamie konkursy, w których do wygranie MegaK 2. edycja za free, fantastyczna ksiązko o programowaniu (trzeba się pozbyć zapasów, bo już literki znikają) i kubki II i III gatunku. Będzie się działo, rezerwujcie termin w środę od 17!",,2022-02-23T18:19:20Z,1888,49,,0,PT2H8M40S,hd,false
470,z4GDFHbChzQ,Samuraj Programowania,Szbki Live zapowiedź live,o lajwie lajw,,2022-02-23T10:36:06Z,569,15,,2,PT8M18S,hd,false
471,r29yoyJkVbI,Samuraj Programowania,Rozmowa na żywo! O rekrutacji i pracy w dużym Software House'ie,"Rozmowa z Mateuszem Wojczalem, który jest CTO w najszybciej rozwijającym się polskim Software House'ów ESCOLA. Czekamy na Wasze pytania na Live.

O Mateuszu: Full-stack web developer with 15 years of experience. Starting as an ActionScript developer, I have experience with PHP and JavaScript as well, building websites and applications. Since 2011, I have been leading software house Qunabu Interactive, now Escolasoft, where I held Chief Technology Officer role. I communicate effectively and work well in teams from around the world.
I considers myself React, Laravel and SilverStripe expert. Experienced with DevOps - Linux/AWS, Gitlab Continuous Integration and Delivery.",,2022-02-21T17:34:10Z,2104,70,,1,PT1H23M46S,hd,false
472,yJGQ1suVKyo,Samuraj Programowania,LIVE - MegaK kaput,no i cały misterny plan w pi****,,2022-02-21T10:03:55Z,894,26,,0,PT10M50S,hd,false
473,WAeMFZT-RCc,Samuraj Programowania,Live niedzielny o ostatniej szansie,#programowanie,,2022-02-20T13:25:34Z,1273,29,,3,PT43M41S,hd,false
474,T41pgv-Cmaw,Samuraj Programowania,Spotkanie z uczestnikami 1. edycji MegaK - LIVE 15:00,"Masz pytania, nie masz odpowiedzi? Wpadaj! Odwrotnie? Pewnie!",,2022-02-19T15:12:29Z,1520,29,,4,PT1H5M12S,hd,false
475,PlGwwlrnUpw,Samuraj Programowania,Dzień bez live dniem straconym,"Wesoły live, ale bez niespodzianki! Za to z Markiem uczestnikiem 1 edycji MegaK",,2022-02-18T17:08:58Z,1725,25,,2,PT1H2M10S,hd,false
476,p2xx4gzqsIY,Samuraj Programowania,Studiuje IT czyli esencja studiów informatycznych i nie tylko,Zaproszenie na web development od podstaw i inne przedmioty.,,2022-02-17T18:15:46Z,1142,19,,2,PT41M14S,hd,false
477,w5f1DG0m51o,Samuraj Programowania,O pracy dla początkujących programistów - współpraca MegaK i Gr8Soft,"Z Mariuszem z Pieniakiem z software house'u Gr8Soft rozmawiamy o naszej współpracy, która ma na celu pomóc niedoświadczonym programisto, znaleźć pierwszą pracę w której nie tylko będą zarabiać, ale przede wszystkim będą się uczyć.

Zapraszamy na Mega Kurs JavaScriptu - Megak (https://megak.pl) - ostatnie dni zapisów!
gr8Soft - https://gr8soft.pl/","['megak', 'gr8soft', 'wywiad', 'programowanie']",2022-02-16T12:52:28Z,5285,89,,26,PT36M23S,hd,false
478,zIPkE3oiueA,Samuraj Programowania,Live z mega informacją!,#programowanie,,2022-02-14T10:09:48Z,1423,34,,5,PT30M58S,hd,false
479,v3YMKsWDfao,Samuraj Programowania,"Rozmowa z Kamilą, uczestniczką 1. edycji MegaK",Zapraszamy do drugiej edycji. Jeśli macie jakieś pytania to czat jest do Waszej dyspozycji.,,2022-02-12T14:03:58Z,2077,33,,3,PT57M29S,hd,false
480,QGV7X-QdsNo,Samuraj Programowania,Matematyka dla Programisty - premiera 10.02,Zapraszamy na Studiuję IT.,"['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-02-11T09:58:24Z,1426,19,,6,PT7M34S,hd,false
481,_nxx__e4knc,Samuraj Programowania,Uwaga nie da się odwidzieć! #CringeLVL100 #KrólReklamy #CoToSięStajałoSię,"Kuba na ten film przepalił cały budżet na marketing megak.pl czyli 10 złotych poszło w piach, sami oceńcie czy było warto, aż tyle inwestować. A jeśli jakimś cudem, ta reklama działa to zapraszamy na https://megak.pl","['kurs', 'megak', 'javascript', 'programowanie', 'mega kurs']",2022-02-10T09:31:18Z,2481,32,,13,PT34S,hd,false
482,r9l_etNS6Ww,Samuraj Programowania,Cringe Master i programistyczne disco polo,Pan Jakub to jest jednak fachowiec. https://megak.pl,"['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper']",2022-02-09T16:29:46Z,3598,54,,18,PT6M40S,hd,false
483,_6Hlpg3E-2w,Samuraj Programowania,Mega Live,"o 14 miesięcznym mega kursie, który startuje w marcu 2022",,2022-02-09T12:28:34Z,10867,29,,1,PT1H15M21S,hd,false
484,Nk-OQwFV8_A,Samuraj Programowania,Platforma Studiuję IT - czyli esencja studiów informatycznych...,"i dużo dużo więcej, bez zapisywania się na uczelnie. Już teraz możecie zapisać się na Studiuję IT i wziąć udział w nauce w jednej (lub wielu) ze ścieżek:
-- ŚCIEŻKA 'ESENCJA STUDIÓW INFORMATYCZNYCH'
-- ŚCIEŻKA 'PROGRAMISTA'
-- ŚCIEŻKA 'WEB DEVELOPER'
-- ŚCIEŻKA 'PROJECT MANAGER W IT'
-- ŚCIEŻKA 'C++'
-- ŚCIEŻKA 'INTERNET RZECZY (IOT)'
-- ŚCIEŻKA 'ANGIELSKI PRAWIE OD PODSTAW DLA OSÓB Z BRANŻY IT'
 a wszystko to w cenie od 35 zł za 30 dni! Zapraszamy https://studiuje.it
Bartek Borowczyk i Wojtek Golędzinowski

#it #programowanie #Studiuje","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper', 'studiuję it']",2022-02-08T17:28:45Z,2031,46,,20,PT19M15S,hd,false
485,aT95B4vThvQ,Samuraj Programowania,Mega Konkurs - piątek wieczorową porą przy wodzie. Czyli życie na 40%,aaaaaaaaaaa wpadajta,,2022-02-04T19:16:07Z,1818,35,,4,PT41M58S,hd,false
486,jgO2p-R4MdU,Samuraj Programowania,Co tu się od.... Mega Konkurs,"14 miesięcy nauki JavaScriptu w 9 etapach a wszystko to za jedyne 1600 zł... wróć! Dla 20 osób za darmo :) Wybierzemy je spośród zgłoszeń konkursowych. Macie czas tylko do poniedziałku 7.02 23.59. A wyniki już we wtorek. Konkurs jest prosty, a szczegóły na https://megak.pl","['programowanie', 'webmaster', 'kurs', 'tutorial', 'webdeveloper', 'konkurs', 'javascript']",2022-02-04T10:53:49Z,1667,59,,16,PT32S,hd,false
487,L0_nnQcNJSc,Samuraj Programowania,MegaKurs JavaScriptu - 2 edycja + MegaKonkurs,"Bądźcie z nami o 18:00 na dzisiejszym (środa 02.02.22) lajwie. Warto! 
Jakub Król i Bartek Borowczyk",,2022-02-02T18:21:56Z,3233,65,,13,PT1H14M11S,hd,false
488,rHKH_fhieIc,Samuraj Programowania,Zajavka - Live dla uczestników nauki Javy 1 z 13,Startujemy już tak naprawdę :),,2022-01-24T19:09:57Z,2031,42,,1,PT1H6M31S,hd,false
