,video_id,comments
634,544P-gI_GSo,"['Czy jest szansa na udostępnianie kodu źródłowego z odcinka?', ""Czy seria z Wordpress'a będzie jeszcze kontynuowana? Z prowadzenia narracji przez Tomka wynikało by, że nie wyczerpał jeszcze zaplanowanych tematów. Pozdrawiam"", 'Kiedy kolejny odcinek? :)', 'No dobra ale jak wtyczka sprząta po sobie (gdy jest usuwana) to parametrów widgetów nie będzie raczej', 'W końcu duża czcionka :)']"
635,wW0JA3M2GSs,"[""Pomoże ktoś krok po kroku?\nMam problem z Bugiem na kursie node.js.\nJak wpisuję w terminal CD ,link pliku' to jest ok\nProblem pojawia się z nodemon bo wyskakuje dość spory error.\nPomoże ktoś z tym problemem?\nNie jestem jedyną osobą co ma kursie ma problem."", 'Narzędzie spoko, ciekawe jak się sprawdzi w bardziej zaawansowanych projektach w połączeniu z eventami? Robię teraz projekt strony - wykorzystam efekt! Dzięki.', 'Strasznie malo fps przy tych efektach', 'W czym byłby problem napisać to od zera bez bibliotek? Ktoś nauczyłby się przynajmniej podstaw animacji w JSie. Film przedstawia tylko pozycjonowanie tych obrazków, nic więcej.', 'Ale kozak filmik, pozniej sie poucze jednocześnie z filmem :)', 'Super. Wincy!']"
636,Q6awv5CqjWA,"['Mam pytanie dlaczego porównujemy tu wartości value1,value2 i value3 skoro są to zupełnie inne rzeczy. Wytłumaczy ktoś?\nPozdrawiam', 'Do sprawdzenia, czy plansza jest zapełniona (obsługa remisu), użyłem fields.every((field) => field !== """"). Wydaje się to bardziej zasadne, ponieważ metoda ta zwróci nam true/false, którego potrzebujemy, w odróżnieniu od find(), zwracającej znaleziony element, którego do niczego w tej metodzie nie używamy :).', ""45:06 dostajemy puste stringi, ponieważ metoda find, zwraca pierwszy znaleziony element w tablicy, zapodany w funkcji i dalej nie szuka, albo undefind jeżeli nic nie znajdzie. A z tego co widzę, w kodzie funkcja powinna wyszukać notabene pustego stringa;  filds.find(elem => elem === '' ); Dobry materiał, dzięki za wrzutę :)"", 'Mam pytanie czemu visual studio czasem normalnie przyjmuje mi polskie znaki i wyświetla na stronie a czasem nie?', 'Projekt bardzo fajny i w końcu zabieram się za jego dokończenie :) \nA co do tej dodatkowej funkcjonalności może dodać opcje wyboru motywu graficznego do całej gry ?', 'Wywolales wyrazenie funkcyjne isBoardFull przed jego zapisaniem', 'prosiłbym - link do kodu - co prawda wszystko pisałem w trakcie - ale tak dla porównania', 'Jak robiłem razem z odcinkiem ale trochę rzeczy pisałem po swojemu wyszło mi coś takiego https://mikespl.github.io/Tic-Tac-Toe/\n\nTu link do githuba https://github.com/Mikespl/Tic-Tac-Toe/']"
637,ALAgK2-mrPs,"['Kacper idzie na grubo, ma też już instagram :D https://www.instagram.com/ksieradzinski/', 'Niech Python będzie z Tobą! :)', 'Na życzenie klienta zostawiam komentarz i uprzejmie informuję że dotrwałam do końca filmu. Niech phyto będzie z tobą!', 'Niech pyton bedzie z toba', 'Niech Python będzie z Tobą! :D', ""mi nie działa  opcja whois  ---->  'host' is not recognized as an internal or external command,\r\noperable program or batch file."", 'Niech Python będzie z tobą', 'product(ascii_lowercase, repeat=3) - tak będą wszystkie kombinacja AAA, BAA, XAA itp.', 'Niech Pyton będzie z Tobą', 'Niech Python będzie z Tobą ;)']"
638,lSyRaO9wJVU,"['Dzięki za świetny i użyteczny content! Czekam na nowe odcinki:) Pozdrawiam.', 'Wiadomo już kiedy można spodziewać się kursu Laravela? :P', 'Samuraj co do kursu angielskiego polecam obejrzeć quest for english six pack english może być pomocne  przy tworzeniu kursu angielskiego https://youtu.be/DK6F-2OMlpc']"
639,-nBxTpAJBGg,"['Dzieki.', 'System na Motorola 5Pro', 'Na jakim komorze pójdzie ten emulator aplikacji mobilnych w Visualu? Słyszałem że trzeba mieć co najmniej 16GB RAM 🤔', 'Jest jakaś sprawdzona biblioteka dla Xamarin Forms do generowania PDF z formularza?', 'Nie lepiej we flutterze?', 'Tragiczny dźwięk.', 'Przestery', 'ximarian to jeszcze żyje ? spodziewałem się że to od dawna już martwa technologia', 'Chciałbym tylko zgłosić malutką literówkę w opisie :D\nKorzystamy ""że""', 'Samuraju, planujesz wznowić serię kursu java sprzed bodajże 3 lat?']"
640,QhJV5tMDVFk,"['po co  dajesz swoją twarz na pół ekrau i zasłaniasz konsole', '8:53 wie ktoś może jak sobie zbindować właśnie w taki sam sposób. BTW super poradnik', 'Co jest napisane w 1:59 i 6:49?', 'Proszę o większy font pokazywanego kodu, bo po zmniejszeniu okna z filmem i włączeniem obok swojego edytora mało widać.', 'Bardzo dobrze tłumaczysz, czekam na więcej! Fajnie, że w tak małym projekcie skupiasz się też na zaawansowanym CSS, czyli flexie, gridzie, pseudoelementach, a także BEM. A co do JS, to dużo pracujesz z konsolą, co mi pomaga zrozumieć wiele rzeczy jak sobie sam coś pokombinuję, a mam z tym jeszcze problem :)', 'Bardzo fajny kurs. Mi też się podoba bardzo', 'Najlepszy i najciekawszy kurs z JS jaki oglądałem, fajnie by było, gdybyś pokazał też\xa0jakiś bardziej skomplikowany problem póżniej', 'Bardzo fajnie sie to oglada. Pozdroooo']"
641,wxqMvJxim_8,"['Czy wszystkim działa demo z GitHuba czy tylko ja mam z tym kłopoty?', '1:27:00 Jak się nazywa wtyczka do Visual Studio, która tak ładnie koloruje divy :) ?', 'Super seria, tego właśnie szukałam! :)', 'może jakiś filmik z osadzeniem filmu z youtube w sliderze w rwd?', 'Czy te slajdery działają tylko przy uruchomionym LiveServer?', 'Chciałbym zobaczyć jak można zrobić zdjęcie ,,zdrapkę"" tzn po przejechaniu kursorem po szarym tle pokazuje się obraz. takie coś jak jest apce lidla pozdrawiam :)', 'Fajnie jak byś pokazał anime.js i tworzenie animacji np. po ścieżkach z SVG', 'Czy rozwiązania backendowe też się pojawią?\nMoże jakaś edytowalna tabela z poziomu administratora?\nW kursie PHP Tomka trochę się podszkoliłem, ale taka tabela jak narazie poza zasięgiem :)', 'super', 'Proponuję jakąś fajną animację z wykorzystaniem efektu paralaksy :)']"
642,TEoPG3q3aT4,"['Aplikacja kółko i krzyżyk (poprzedni odcinek o którym wspomina Patryk): https://youtu.be/QFnyvLnLq-k\r\nKurs C# od podstaw w super cenie: https://www.mentorzy.it/kursy/kurs-c-sharp-od-podstaw', 'Kiedy następny materiał? :)', 'Element ""button"" może mieć wartość null w tym miejscu. Ktoś wie jak to zrobić? Podczas klikania ctrl + . coś źle zrobiłem i zapisałem. Teraz ciągle wyświetla mi się błąd.', 'zniknęło mi okienko projektu widoczne w 1:55 i nie umiem go otworzyć ponownie. Jakieś pomysły?', 'hej czy w WPF moge napisać grę 2d czy muszę jednak pokusić się o Unity?', 'Świetny tutorial. Kiedy można spodziewać się kolejnych odcinków?', 'Świetny materiał !!!', 'Dobry materiał, ale zwróć uwagę że część kodu którą piszesz jest przysłonięta przez Twoją miniaturkę.', 'W miniaturce jest ""C++""', 'currentOperactionText?']"
643,mpyPoEHrc9M,['Pierwszy :D']
644,zHcaA05SvEc,"['Wiem, że film powstał ponad rok temu, ale bardzo dziękuję za Wasze filmiki! Studiuję informatykę stosowaną i filmy z tego kanału bardzo pomagają mi zrozumieć podstawy, które niestety są pomijane na moich wykładach, pozdrawiam :D', 'Skończmy z tym C++ sprzed 20 lat :D Język się zmienił, po co bawić się w archeologa i pokazywać nowym programistą, że tak się pisze?', 'Czy zmienne globalne nie są złą praktyką?', 'Czym pan się zajmuje na codzień?', '1?']"
645,05C81uYd9Ms,"['Spoko kurs. Wszystko mi działa z tego odcinka, teraz pozostaje zrealizować kolejne odcinki, aby wszystko stworzyć w 100% fajnie. Super', 'Jak zapisąć to coś to jest zwykła *?', 'Fanie omawiane ale nie znam skrótów więc odpadłem w 9min zamiast 9 kwadratów mam jeden, skopiowałem kod zamiast go jakoś powiązać w board__item', 'fajny kurs.', 'co z drogą marka?', 'Kiedyś wykonałem dla ćwiczenia tą grę. Jak by ktoś był zainteresowany:\nhttps://codepen.io/MarekZet/pen/MWwjwpQ\n\nProblem jest jedynie z eventami. nie mogę wszystkich wyłączyć i się dublują.', 'Fajny kurs.', 'fajny kurs ale szkoda, że nie wyświetlają się skróty klawiszowe z których korzystasz (jak np w 5:05 )', 'O spoko']"
646,PmiEJkW1OMA,"['Ale słabo, uczę się z książki Stephena Praty i tam wszystko normalnie po kolei a tu na start zaczyna od alokacji pamięci. Gdzie prędzej powinno się omówić chociaż typy podstawowe', 'Czy prowadzący pochodzi z  Białegostoku ?', 'Ciekawi mnie w jaki sposob oszacowac ile naprawde potrzebujemy pamieci na dane, zeby nie przypisac jej ani za malo ani za duzo.']"
647,W0IH0hNEpGI,"['Dlaczego stworzyłeś klasę launchPastViewModel zamiast stworzyć jakąś funkcje która zmapuje te wartości do obiektu?', 'Na to czekałem!', 'A może zrobiłbyś jakiś poradnik z ImGui ?', 'jak stworzyc własny projekt.?']"
648,WlKhPTlAep4,"['20:28 byłem pewien że mam wyłączony mikrofon... nawet się nagrało', 'forma poprawną imienia Nel w PL to Nela nie Nel(forma EN, w PL to tylko skrut nie podstawa)', 'MORE!!! MORE!!', 'Adam murasz tynkasz', ""Jasno klarownie i przyjemnie . Wykonałem kod z filmu i  mam błąd (AttributeError: 'NoneType' object has no attribute 'get_text') \npo przejęciu raz 11 strony, raz po przejściu 12 str."", 'Z list comprehension, to czasem warto dla czytelności robić hybrydowo.\nPoza tym tworzy się generator i nie trzeba od razu całego wyniku materializować.', '6.49', 'Świetny materiał! Chciałem zapytać czy w dalszych częściach serii będą poruszane tematy frameworków, np django :)', 'Dobra robota Kacper!\nCzekam na kolejne filmiki :D', 'Jest świetnie 🙂👍 proszę o więcej 😃 aż się chcę pisać kod jak jest taki prowadzący 👍😃']"
649,QFnyvLnLq-k,"['Genialny projekt. Dużo się z niego naiczyłem. Znalazłem jedną lukę w grze. Można nadpisać button, który wcześniej został kliknięty. Takim o to sposobem w jednym buttonie można non stop zmieniać wartość z ""O"" na ""X"".', 'Super film. fajnie tłumaczysz Patryk i super wyjaśniasz. Dzięki wielkie za ten filmik. Więcej takich filmów róbcie, bo są naprawdę świetne i na wielkim poziomie. Dziękuję i pozdrawiam', 'Super filmik mordo. Śmieszna akcja na koniec z testowaniem gierki. xD', 'osobiście jest to moja pierwsza ""gra""... a raczej poradnik typu ""wkopiuj wklej"" ale!\n1. mógłbyś pokazać jak np zwiększyć czcionkę tych symboli z racji na to że są one... małe i słabo widoczne\n2. Brakuje mi tu kodu naprawiającego to, że jak się kliknie 2 razy w 1 pole to zmienia ono symbol na następny (i Counter dodaje sobie +1)', '👍', 'Super. Duzy plus za pokazanie jak zrobić wersję aplikacji publish do wysłania komuś. Nigdzie jeszcze tego nie widziałam, a przerobiłam już sporo kursów o C# ;)', 'fajny poradnik, dzk, ale w resize mode można ustawić ""CanMinimize"" żeby dało sie też minimalizować ;)', 'Ma ktoś może cały kod? bo nie wiem gdzie dokładnie zrobiłem błąd', 'Zamiast string.Empty i męczenie się z .ToString() co wyrzuca wyjątki polecam przyrównać i sprawdzać Content z null.', 'Tic Tac Toe  a nie Toc Tac Tpe']"
650,ZQq5HybEboo,"['Strzal w dziesiatke..... Moze pozniej: mastermind, okrety, wisielec.... Pozdroooooooo', 'Interesująca pod-seria. Sugestia z mojejstrony by dodać drugiego gracza z AI wykorzystującą machine learning 👍', 'Bardzo fajny pomysł. Chętnie wezmę udział tym bardziej że sam napisałem kilka dni temu też taką grę. Chętnie zobaczę w jaki sposób zostanie rozwiązany ten pomysł z AI. Sam zrobiłem to w ten sposób że komputer losuje pole, z czego nie jestem do końca zadowolony i będę chciał to poprawić.', 'Mów szybciej, na 1,5x speed dalej mógłbym przyśpieszyć', 'Wezmnę udział, chodziaż nie dżawuję, po prostu trafiłeś z tym pomysłem w punkt, tego się nie boję, brzmi jak mogę.', 'Super pomysł. Będę na pewno!', 'Czesc Piotrek, milo widziec nowa twarz na kanale :) Mam male pytanko odnosnie AI o ktorej wspomniales - to bedzie prawidziwa AI czy taka AI funkcyjna bardziej ? Dzieki, pozdrawiam.', 'Super. Akurat jestem na etapie nauki JS 😀', 'Będzie jakiś kurs odnośnie firebase?', 'Właśnie szukałem czegoś takiego! Super się zapowiada']"
651,ks6C3VWzT4M,"['robię przerwę, nie odchodzcie od komputera hahah :D Kocham te geekowskie żarty, bardzo dobrze wytłumaczone! :D', 'bardzo fajnie wytłumaczone, wszystko maksymalnie uproszczone, może w końcu ugryzę API nie łamiąc sobie zębów a podejść już miałem sporo :)', 'Super materiał! Bardzo mi pomogłeś w rozgryzieniu tematu.', 'Proszę o trochę OpenCV, skrypt, który co 5 min zrobi zrzut z jakiejś kamerki IP ustawionej na rozkwitający kwiatek lub coś  podobnego', 'Świetny film. Fajne wprowadzenie do API. Poproszę więcej!', 'Właśnie się zainteresowałem MicroPythonem i postanowiłem zamienić moją stację pogodową z Arduino na ten język. To dopiero frajda jak można powiesić na ścianie własny program;) Spadłeś mi z nieba z tym tutorialem, bo jeszcze raczkuję w Pythonie. Jaka frajda tu z JSON, bo w Arduino z tym słabo. U mnie Twój program śmiga na ESP32, tylko zamiast Gdańsk wpisać musiałem Gda\\u0144sk (chyba dlatego, że macos?), a requests na urequests (biblioteka wbudowana). Pozdrawiam z Gdyni. Łapka poszła, subskrypcja też. Będę stałym obserwatorem.', 'Kuuuurna, Panie!!!!\nRewelacja!', 'kocham tego goscia', '@Samuraj Programowania prosba o pomoc. przepisalem kod 1:1 ale przy odpaleniu mam blad\n""rows"" is not defined Pylance', 'wykonujesz kawal dobrej roboty. chwala Tobie za to. dziekuje']"
652,-IVgw3fkLLQ,"['👍', 'hahaha 1:05:35 - mała optymalizacja, wszystko wykonamy w jednej pętli. ;D\nDzięki za nagranie, nawet, reklamy poklikałem', 'Ja chciałbym poprosić o udostępnienie kodu, który jest pisany, bardzo proszę:)', 'Czy mógłbyś trochę powiększyć kod w visual studio? Oglądam na połowie ekranu i trochę nie widać wszystkiego XD', 'Czy czasem nie powinniśmy zrezygnować z typowania, skoro to działa w taki sposób, że silnik WP wstrzykuje nam parametry do naszej funkcji? Jeśli shortcode mają osadzać użytkownicy nietechniczni, to jest duża szansa, że mimo wszystko zapiszą go źle, niepoprawnie zamkną znaczniki itp. Lepiej by nie zadziałał tylko nasz fragment a nie padła cała strona. Chyba, że ten parser dostarczany przez WP jakoś to zabezpiecza? Bo shortcode_atts() jest dopiero wewnątrz funkcji obsługi shortcoda. Ewentualnie zatypować jako (?array $atres).']"
653,uFyYViDEXJk,"['Myslę, że jakby na Udemy przybyły kursy typu: 50 apek w OOP JS, 50 apek w React, Algorytmy, to takie kursiki miałyby sens i wzięcie.', 'Cześć Bartek czy będzie jeszcze jakiś kurs twojego wykonania na udemy ? Pozdrawiam', 'Czy to gra', 'Wszystkiego najlepszego z okazji urodzin!  Kiedy można będzie się zapisać na kurs  wycisnięte studia informatyczne?', 'Spóźnione ale jak najbardziej szczere STO LAT! Ja myślałam że jesteś młodszy Bartku. Masz tyle lat co mój partner. Ja zaś mam 41 lat i dzięki Tobie i Twoim kursom przebranżawiam się. Prawie skończyłam ten 6ścioetapowy kurs ""Od podstaw do front end developera"" plus kurs o gicie i githubie. Zostało mi jakieś 10 %. Do porodu który lada chwila bo na 21 lipca termin zostało już za mało czasu. Ale po macierzyńskim wracam do kursu. I zamierzam też podłapać staż. Udało mi się stworzyć też pierwszą stronę internetową. Wielkie dzięki za to co robisz.', '.. Laurka i kubek z logo S P. 😆....', '.. Czego mam się nauczyć żeby zrobić grafikę i ja zaprogramować, jestem miłośnikiem gry transport tycoon a jest wersja opensuorceowa gdzie ludzie wstawiają swoje mody..', 'To my rówieśnicy ✌️', 'szkoda ze w tym samym czasie co studia sie zaczynaja :(:(', 'Wszystkiego najlepszego Bartek:)']"
654,U-WA0yB2sik,"['Zapraszamy do kursu, tutaj w promocyjnej cenie:\r\nhttps://www.mentorzy.it/kursy/programowanie-w-c-od-podstaw', 'Zapowiada się świetnie, jak na same podstawy. Programowanie Arduino w c++ w rozwinięciu OOP? Czy później? :)', 'C++ to nie jest łatwy język. Na temat samych wskaźników, którymi straszy się np kursantów javy,  można by zrobić osobny kurs. Patrząc na agendę kursu to w zasadzie porusza on tylko częściowo zagadnienia z C,  a ++ poza zdawkowymi informacjami na temat klas to ja tutaj nie widzę. Wygląda to trochę słabo i było by dobrze aby autor w kolejnych częściach kursu bardziej się postarał.', 'Ciekawe czy seria zdobędzie uznanie c++ jakoś nie cieszy się wielką popularnością wśród początkujących', 'C++ to nie moja bajka - mam do niego strasznie mieszane uczucia jeszcze przez technikum (C++ to był w ogóle mój pierwszy język, którego się uczyłem i to dodatkowo - może dlatego?). Niemniej jednak powodzenia w kursie dla każdego kursanta - może skuszę się na kurs z bardziej zaawansowanych aspektów C++, bo te poruszane w tym kursie są mi już znane. \n\nChciałbym tutaj zapytać - czy znajduje się gdzieś jakaś rozpiska bliżej nieokreślonych premier kolejnych kursów? Na mentorzy.it niezbyt znalazłem (chyba, że jestem ślepy), a interesowałby mnie bardzo Angular :)\n\nPozdrawiam :)']"
655,q-pDZuQm_lg,"['nie da się tego kursu kupić bez subskrypcji? A jak bym chciał kiedyś wrócic do tego kursu to musze ponownie wykupić subskrypcję?', 'https://discord.gg/YqyUXHn zapraszam  discord na, którym na pewno znajdziecie pomoc w programowaniu.', 'fajne : 3', 'Czy będzie kontynuacja świetnego kursu Reacta?', 'super a czy zrobione projekty można wrzucic na githuba.?', 'W takim razie będe czekał na ""programowanie obiektowe w C++"" :-)', 'Kiedy kurs TypeScript? mniej więcej', 'Kiedy kolejny kurs php', 'Zapraszamy do kursu, tutaj w promocyjnej cenie:\r\nhttps://www.mentorzy.it/kursy/programowanie-w-c-od-podstaw']"
656,a20OBXSZH4U,"['Dzięki za wywiad!', '4:16 Dokladnie. Niestety, w rzeczywistosci czesto okazuje sie, ze jest to chyba nawet wazniejsza umiejetnosc od samego programowania :)', 'Dziękuję.', 'Czytanie SMS podczas wywiadu? Wow. Ten Pan z JJ mocno zabiegany.', 'Gdybym przeprowadzała ten wywiad to skończyłabym go po pierwszy spojrzeniu w telefon...', 'Ten gość odpowiada wymijająco na pytania. Konkrety albo jest zapotrzebowanie albo nie. A jak jest to czemu nie ma ofert dla juniorów ? A jak są to jest po 100 - 200 CV? Jak na moje oko to rynek jest mocno przesycony. Tak brakuje specjalistów ale w każdej branży zawsze brakuje ekspertów i specjalistów.', 'Cześć Samuraju! \nCzy mógłbyś kiedyś opowiedzieć o swoich studiach podyplomowych\ni czy opłaca się robić takie lub podobne? Może już było w jakimś filmie,\nale nie mogłam znaleźć - jeśli tak, to daj proszę znać. Pozdrawiam Cię 😊']"
657,WFtScBcogrw,"['👍', 'Witam! Mam pytanie dlaczego nie działa mi podpięty css? Czy w filmie wszystko dobrze jest podpięte?', 'Pytanko - skoro funkcja get_header szuka w katalogu szablonu pliku header.php, to dlaczego zadziałała w przypadku kiedy miałeś literówkę w nazwie pliku (heder.php, pod koniec filmu dopiero plik ma właściwą nazwę)? Doczytałem w dokumentacji, że jeśli szablon nie zawiera pliku header.php, to funkcja bierze domyślny z wp-includes/theme-compat/header.php, ale nie za bardzo rozumiem dlaczego w takim razie u Ciebie wyświetliło właściwą zawartość nagłówka.', 'Wcześniej mówiłeś, że WordPress nie jest fajny', 'kiedy ten następny kurs php na udemy?']"
658,OrvhEvRs51E,"['Realnie rzecz biorąc to leci mi 9 miesiąc jak staram się o stanowisko junior Python deva, 5 miechow sie uczylem, 4 uczylem i szukalem pracy. Jedyne co moge powiedziec to ze jest kompletna klapa i jestem zalamany, odzew bardzo maly. Wymagania naprawde duze, zmienialem CV dodawalem projekty i pisalem listy motywacyjne, nie mam juz sily walic dalej glowa w sciane. Przebranzawanie sie tylko dla ludzi ze stalowa glowa, ja prawdopodobnie od nowego roku spadam za granice. Powodzenia pozostalym, szczegolnie teraz gdy ofert jest tyle co nic', 'Oferty dla juniorów jest tak samo łatwo znaleźć jak jednorożca. Sprzedawcy marzeń', 'Ciekawe ile osób straciło już nadzieje że znajdzie swoją pierwszą prace.', 'Wszystko zostało zabite przez te gówno bootcampy', 'Kiedy będzie kolejna cześć?', 'Czyli podsumowując, trzeba umieć więcej niż junior żeby konkurować w rekrutacji z innymi. A jeżeli potrafimy stworzyć podobny projekt, który firma zrealizowała to możemy pisać bezpośrednio do firmy i zapytać czy jest szansa na pracę u nich jako junior. Praca dla juniorów we front endzie to jakieś 10 ogłoszeń na całą Polskę, z czego akceptowalne wymagania i lokalizacje ma 5-6, a odpowiedzi na CV 0.', 'Pozdrawiam']"
659,7t9TA1SOdic,"['Aż się prosi żeby używać emmeta, szkoda że tego nie robisz :(\nZamiast toogle to toggle :D', 'Fajny efekt 😁', 'panie Bartku czy przerobione projekty z panem na udemy moge umieścić na githubie??', 'Moj ulubiony zegarek to klepsydra piaskowa :-)  pozdroooooo', 'co to za wtyczka podświetlająca wcięcia kolorami?', 'Uwielbiam te filmy 🤛🏻']"
660,CccBW25Ow48,"['12:35 No a co z tym:\n\nsampleButt.addActionListener(new ActionListener()\n{\n    public void actionPerformed(ActionEvent e) {\n        return 0;\n    }\n});\n12:54 Jest od tego polecenie String.format();\n13:51 public class Human extends Specie { KOD }', '13:00 C# również czasem porównuje referencje poprzez operator ==\nPrzykład:\npublic class RecordTypesEquality { \n\npublic record Point(int X, int Y, string Name); \npublic record TaggedNumber(int Number, List<string> Tags); \n\npublic static void Main() { \n\nvar p1 = new Point(2, 3, ""A""); \nvar p2 = new Point(1, 3, ""B""); \nvar p3 = new Point(2, 3, ""A"");\n Console.WriteLine(p1 == p2); // output: False \nConsole.WriteLine(p1 == p3); // output: True \n\nvar n1 = new TaggedNumber(2, new List<string>() { ""A"" });\n var n2 = new TaggedNumber(2, new List<string>() { ""A"" });\n Console.WriteLine(n1 == n2); // output: False } }', '12:40 Interpolacja w Javie m.in. przez String.format() dla stringów %s, a dla liczb %d', '12:30 w Javie istnieją klasy anonimowe i są w użyciu.', 'Jak jest porównywany ten performance języków? Porównują szybkość działania już skompilowanego kodu?', 'Hehe, coś mi się zdaje, że jesteś fanem C# :D Właśnie się uczę tego języka. Wybrałem C#, a nie javę, bo zainteresowałem się robieniem gier. A w C# można robić gry na Unity.', 'Porównanie jest w sumie takie jak te z artykułów...\nbrak obiektywnych informacji...\nbrak prawdziwych informacji...\n\nlepiej żeby się wypowiedziały dwie osoby które się na tym faktycznie znają, a z tego co słyszałem to tu chodzi też o kurs...\nłapka w dół', 'osobiście wole c# , ale java też pod niektórymi względami jest lepsza', 'Kiedy kolejna część kursu na Udemy?', 'Java  to jest przeszłość']"
661,SehlY3Hr2CA,"['czy możliwe jest udostępnienie kodu html\nreszta super.', 'Świetnie tłumaczysz — dzięki za film !', '11:45\nHokus-pokus i mamy super kod! Tez tak chce...', '""Po linii najmniejszego oporu"", a nie ""najnizszej linii oporu"" :)\n(ale hejter ze mnie)', 'Wiedza z tego filmiku mogłaby być przekazana w max. 8 min. Ja oglądałam na prędkości odtwarzania 1.5 a i tak zdążyłam przewracać oczami, że autor powtarza wiele razy tą samą informację. Dużo niepotrzebnego gadania.', 'Czy ktoś mógłby mi powiedzieć czemu jak tworze własny motyw nie pojawia mi się on w wordpresie? Mogę go jedynie zaimportować, a to męczące po każdej zmianie importować motyw. Co może być nie tak? Błędne nadanie uprawnień folderom? Jakieś pomysły?', 'znajde gdzies kod porjektu?', 'Świetna seria! Dziękuję ❤', 'Miał być większa czcionka. Obiecane było że będzie, a nadal  jest jak było  < smuteczek > :(', 'Dzięki wielkie za ten odcinek czekam na dalsze zawsze coś nowego się człowiek dowie, utrwali! Osobiście uczyłem się z eng yt. Pozdrawiam serdecznie i dzieki Panowie za robote jaka robicie!']"
662,plx2UMdB-3s,"['Drugi etap nauki na ścieżce do junior .Net developera już dostępny.\r\nhttps://www.udemy.com/course/kurs-entity-framework-core/?couponCode=PREMIERA-ENTITY - II Etap - premiera 35 zł (tylko do poniedziałku)', '<3', 'To nie jest jedna linijka zmian bo trzeba napisać implementacje pod file managera dla Androida?', 'Znajdę gdzieś coś na temat NHibernate', 'Dobry, konkretny materiał.', 'Teraz to się używa mikroserwisów. Kurs spóźniony o jakieś 3 lata', 'Dziękuję za przystępne tłumaczenie. Kurs oczywiście kupiony, dzięki za promo :)', 'Hahahaha właśnie o tym czytałem i o zasadach SOLID :D']"
663,B7e_Iukg9yQ,"['Cześć, czy planujesz również zrobić kurs ASP.NET Core MVC do tworzenia stron ??', 'Kiedy spodziewać się kolejnego kursu? :)', 'Powodzenia z kursem:\r\n\r\nJedyna prośba nie przeinterpretowuj tego co już wiesz. Opieraj się na sformułowaniach które występują w literaturze.\r\n\r\n1) Teoria jest zawsze potrzebna\r\n2) ""Entity Frameowrk""  i ""Entity Frameowrk Core"" różnią się. Mają po prostu podobną składnię. A 5 da możliwość migracji.\r\n3) SQL (lub  jego odmiany T-SQL, PL/SQL, pgSQL.....) jest językiem który warto znać, a ORM umożliwiają w początkowym etapie pominięcie kroku nauki kolejnego języka.\r\n Znając SQL używasz ORM bardziej świadomie. Przy większych projektach (większej liczbie danych) wpływa to znacząco na prędkość działania, lub niepoprawne działanie.\r\n \r\nKażdy kontent jest po polsku jest OK, da na pewno mocne wprowadzenie.', 'Czy w przypadku rozwiązań z c# mamy taki sam problem z n+1 zapytań jak w hibernecie?']"
664,xK5znSxGWTs,"['Szkoda, że nie ma Vue, odrazu bym kupił.', 'Ile ja bym dał za takie kursy z C++ i Unreal Engine :( Wierzę, że kiedyś się pojawią :D', 'Kiedy coś dla frontu?', 'Kiedy spodziewana jest premiera etapu 3 czyli OOP  i zaawansowany c# ?', 'Zajebiście 😁👌', 'Czemu kursy Patryka trwają po +/- 6 godzin? Inne Wasze kursy mają po +/- 30 godzin. Wynika to z tego, że Patryk kilka razy szybciej niż inni tłumaczy czy po prostu materiał to absolutne podstawy podstaw?', 'Ja tradycyjnie poproszę o Blazora. Koniecznie!']"
665,iZc4h_MQiqo,"['ludzie szukają konkretów, a tu jak zwykle gadka szmatka i czasem może będzie jakiś konkret wartościowy, ale nie wiadomo czy warto na to czekac...', 'Obserwuje oferty justjoin.it i widać ze coraz więcej ofert jest za granicą a jeszcze z rok temu nie było ich w ogóle.', 'Pozdrawiam', 'Jeśli odcinek o czymś nie jest, to nie piszcie tego. Tytuł wypada napisać o treści która faktycznie jest. Pozdrawiam', 'Długi ten zwiastun', 'Taka rada :) Pan mówi do mikrofonu nie z tej strony, stad zla jakosc :) te napisy novox musza byc z przodu :)', 'bardzo malo ogloszen dla juniorow', 'Mega materiał oby więcej takich wywiadów, sam jestem po Twoich 6 kursach programowania i kolejny raz pokazujesz mi, jak wiele rzeczy dla nas robisz! Czekam z niecierpliwością na kolejny kurs w Twoim wykonaniu 😍', 'Czekam na drugą część. A co do stażystów i juniorów to sam jestem osobą szukającą pierwszej pracy i widzę jak wygląda sytuacja. Aktualnie praktycznie nie ma ofert w całej Polsce, a jak już się jakaś pojawi to jest masa chętnych, aż się dziwie że nikt nie chce wykorzystać tej sytuacji na rynku gdzie ludzie mogą pracować za pół darmo byle się rozwijać(przynajmniej ja tak mógłbym) w programowaniu i złapać komercyjnego doświadczenia. Fajnie jakby ktoś doświadczony w IT pomyślał i zagospodarował tą siłę roboczą w dodatku nie drogą. Firmy by chciały chyba żebyśmy uczyli się w domu do poziomu mida a potem nas przyjmą z otwartymi ramionami :P', '25min gadania o niczym, niczym coaching']"
666,zgmAiCqj0kE,['Pierwszy :) Po czterech miesiącach. Dzięki za świetny materiał.']
